(no genres listed),Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,year
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.07967681098084496
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.5142248824016653
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,5.426209542581266,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.6807823140055906
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,1.1117284806052934
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,2.06472783351031,-0.2009163118669041,-0.13044688581884606,0.1339953199084475
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,-0.28629280770897947,-0.0943736162981462,3.0582374258760052,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.3548712604399754
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,2.2823344081316708,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.5142248824016653
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,4.0569423661184985,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-1.4955599479196289
-0.05830015634179554,2.147498813055256,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,2.7028134121699874,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,2.06472783351031,-0.2009163118669041,-0.13044688581884606,0.45990637347406277
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,2.2823344081316708,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.45990637347406277
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.29695084669125515
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.5685433913292679
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,2.06472783351031,-0.2009163118669041,-0.13044688581884606,0.3512693556188577
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,3.1022206841860065,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.2462342425847703
-0.05830015634179554,2.147498813055256,2.673103991585957,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,3.4929274263030505,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,2.06472783351031,-0.2009163118669041,-0.13044688581884606,0.40558786454646023
-0.05830015634179554,-0.46565799893379023,2.673103991585957,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-1.0610118764988086
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.13759722472956523
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,1.2904998554362512,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.7351008229331932
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,3.0582374258760052,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-1.6041969657748338
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,4.705331286723044,-0.8844718894541199,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.40558786454646023
-0.05830015634179554,2.147498813055256,2.673103991585957,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,-0.8844718894541199,3.4929274263030505,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,3.1022206841860065,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,-0.40918976936757795
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,2.2823344081316708,-0.3223497300168349,-0.4843253351701411,-0.2009163118669041,-0.13044688581884606,0.025358302053242417
-0.05830015634179554,-0.46565799893379023,-0.3740969311884864,-0.23914298059004585,-0.26205050945222086,-0.774893538955068,-0.36998484449473634,-0.21252488699821925,1.130618182356459,-0.28629280770897947,-0.0943736162981462,-0.3269857309111829,-0.12798343659134911,-0.18429070830248412,-0.24649105403899418,-0.438147887722818,-0.3223497300168349,2.06472783351031,-0.2009163118669041,-0.13044688581884606,0.40558786454646023
